SMILES,SPLIT
c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(NCCN4CCNCC4)c23)cc1,train
C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,train
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,train
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,train
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,train
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,train
C=CC(=O)C(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,test
C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,train
C#Cc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,train
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(O)=NO)cc23)c1,test
C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,train
O=C(OCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,train
O=C(CCl)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,train
Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)OCCN1CCOCC1,train
NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1,train
Nc1ccccc1Nc1ncnc2cc(Br)ncc12,train
Nc1cc2ncnc(NCc3ccccc3)c2cn1,train
N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1NC1CC1c1ccccc1,train
N#CC(=Cc1cc(O)c(O)c(Br)c1)C(=O)NCCCNC(=O)C(C#N)=Cc1cc(O)c(O)c(Br)c1,train
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,train
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,train
COc1cccc(Nc2ncnc3ccccc23)c1,train
COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,train
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,train
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,train
COc1cc2ncnc(NC(C)c3ccc(F)cc3)c2cc1OCCCCCCC(O)=NO,train
COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)C=CCN(C)C,train
COc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
COc1cc2ncc(C#N)c(Nc3ccc(-n4ccnc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1ccccn1,train
COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1cccc(F)c1,train
COc1cc(C=C2SC(=Nc3ccccc3)NC2=O)ccc1O,train
COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,train
CN(C)CCCN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,train
CN(C)c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,train
Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,train
Clc1cc(Nc2ncnc3[nH]nc(OCCCN4CCOCC4)c23)ccc1OCc1ccccn1,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,train
CCN1CCN(CCC=Cc2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,train
CCCN1CCC(Oc2cc(OC)cc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,train
Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,train
CC(C)(C)ONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,train
CC(C)(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,train
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,train
C=S(O)(O)=CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,train
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OC,train
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1C=CCCN1CCOCC1,train
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,train
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,train
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C(F)(F)F)c3)C21,train
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN(CC)CC)CCO4)c1,train
Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,train
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,train
Oc1c(Cl)cccc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,train
O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,train
O=C(Oc1cccc2ccccc12)c1cc(NCc2cc(O)ccc2O)ccc1O,train
O=C(COc1ccccc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,test
O=C(CCl)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,train
O=C(CCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
O=C(C=CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,train
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,train
Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,train
NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc[n+]5[O-])c(Cl)c4)c23)CC1,train
NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,train
NC1CCN(Cc2ccn3ncnc(Nc4cc(Cl)cc(Cl)c4)c23)CC1,train
NC(=O)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,test
N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,train
N#Cc1cnc2c(Cl)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,train
Fc1ccc(Nc2ncnc3sc4c(c23)CCC4)cc1F,train
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,test
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)cs1,train
CONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,test
COCCOc1cc(OC2CCOCC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,test
COCCN1CCCC1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,train
COC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,train
COc1ccc2c(Nc3ccccc3)ncnc2c1,train
COc1ccc2c(NC3CC3c3ccccc3)c(C#N)cnc2c1,train
COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OC,train
COc1cc2ncnc(N=Nc3ccc(F)c(Cl)c3)c2cc1OC,train
COc1cc2ncnc(C#CCCc3ccccc3)c2cc1OC,train
COc1cc2ncnc(C#CC(C)(C)Cc3ccccc3)c2cc1OC,train
COc1cc2ncc(C#N)c(Nc3ccc(Cc4nc(-c5ccccc5)cs4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
COc1cc2ncc(C#N)c(NC3CC3c3ccccc3)c2cc1OC,train
COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,train
CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,train
CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,train
Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,train
Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc21,train
CN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3F)c2c1,train
CN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,train
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,test
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,train
CCOc1cc2ncnc(C=Cc3ccccc3)c2cc1OCC,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C(C)C)C(C)C,test
CCOc1cc2ncc(C#N)c(Nc3ccc(OC(C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)C=CCN(C)C,train
CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,train
CCC(Nc1ncnc2sc3c(c12)CCN(C(=O)CC=CN(C)C)C3)c1ccccc1,train
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C=C(F)C(=O)NCCN1CCCC1,test
Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,train
Cc1ccc(C2=NN(c3nc(O)cs3)C(c3ccc(Br)cc3)C2)cc1,train
Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,test
Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,train
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,train
C=S(O)(O)=CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)cs1,train
C=CS(=O)(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,train
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,train
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(C(C)(C)C)cc3)c2c1,train
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Br)c3)c2c1,train
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Cl)c3)C21,train
C#Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,train
Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,train
OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,train
OC1CCN(CCCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,test
Oc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,train
Oc1cc2cc(-c3cccnc3)cnc2cc1O,train
O=C(C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,train
O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
NCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,train
NCCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,train
Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1,train
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1C=NO,train
Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1C=NN1CCN(CCO)CC1,train
NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,train
Nc1ccc2ncnc(Nc3ccccc3)c2c1,train
Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,train
Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,train
NC(Cc1c[nH]c2ccccc12)C(=O)NCc1ccccc1,train
N#Cc1cnc2c(Br)cc(NCc3c[nH]nn3)cc2c1Nc1ccc(F)c(Cl)c1,train
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,train
CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,train
COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,train
COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,train
COc1cccc(CNc2ncnc3c2NCc2cc(OC)c(OC)cc2N3)c1,train
COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1,train
COc1ccc2ncc(C#N)c(NC3CC3c3ccccc3)c2c1,train
COc1ccc(N(CCNN=Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)CC(C)Cl)cc1,train
COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,train
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,train
COc1cc2ncc(C#N)c(NC3CC3c3ccccc3F)c2cc1OC,train
COC(CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1)OC,train
CN1CCC(Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,test
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,train
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,train
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21,train
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,test
CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,train
CN(C)C=CCC(=O)N1CCOc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,train
CCOc1cc2ncnc(C#Cc3cn[nH]c3-c3ccc(F)cc3)c2cc1OCC,train
CCOc1cc2ncnc(C#CC(C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,train
CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4Cl)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN1CCC(O)(O)CC1,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C#N)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1,train
CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,train
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CC=NOCCN1CCOCC1,train
Cc1nc(Nc2cccc(Br)c2)c2cc(NCCN3CCOCC3)ncc2n1,test
Cc1cccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)c1,train
Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,train
Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,test
Cc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,test
Cc1ccc2[nH]c(=O)c(=NNc3ccccc3)cnc2c1,train
Cc1ccc(C2=NN(C(N)=S)C(c3ccc(O)cc3)C2)cc1C,train
Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C,train
CC(=Cc1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,test
C=S(O)(O)=CCN(C)CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,train
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCC(C)CC1,train
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,test
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,train
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,train
C=CC(=O)Nc1ccc2ncnc(Cc3ccc(F)c(Cl)c3)c2n1,test
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCC,train
C=CC(=O)NC1=NC=C2N=CN=C(Nc3ccc(F)c(Br)c3)C21,train
OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,train
Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,train
O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,train
O=C1Cc2cccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)c2N1,train
O=C1C=CC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)=CC1,train
O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,train
O=C(Oc1cccc(O)c1)c1cc(NCc2cc(O)ccc2O)ccc1O,train
O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,train
O=C(NC(=S)Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1ccc([N+](=O)[O-])cc1,train
O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,train
O=C(C=CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
O=C(C=CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,train
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1,train
Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,train
Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,train
CS(=O)(=O)CCNCC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,test
CS(=O)(=O)CCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,train
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,train
CON=Cc1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,train
COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,train
COCC1CCCN1N=Cc1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,train
COc1ccc(Oc2nc3ccccc3cc2C=NNC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,test
COc1ccc(-c2nc3cc(-c4csc(C(=O)NCCC(C)C)c4)cnc3[nH]2)cc1,train
COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,train
COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)=O,test
COc1cc(OC2CCOC2)c2c(Nc3ccc(F)c(Cl)c3)ncnc2c1,train
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1,train
COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)c(OC)cc23)c(Cl)cc1Cl,train
COc1cc(Nc2c(C#N)cnc3cc(C#CCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,test
COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2ccc(F)cc2C(=O)NCC(O)CO)c2cc[nH]c2n1,train
COc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(OC)c(OC)cc12,train
CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)NC(C)(C)C)nc3n2)CC1,train
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,train
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,train
CN(CCNN=Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)CCNS(=O)(=O)c1cccc2c(N(C)C)cccc12,train
Clc1cccc(Nc2nc[nH]c3nnc(Nc4cccc(Cl)c4)c2-3)c1,train
Clc1cccc(Nc2[nH]cnc3nc4ccccc4c2-3)c1,train
Clc1cccc(Nc2[nH]cnc3nc4c(c2-3)CCCC4)c1,train
Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,train
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,train
CCOc1cc2ncnc(C#Cc3nccn3-c3ccccc3)c2cc1OCC,train
CCOc1cc2ncnc(C#CC(C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,train
CCOc1cc2ncc(C#N)c(Nc3ccc4c(c3)CCN4Cc3ccccc3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4OC)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,test
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCC1COC,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCC1,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN1C(C)CCCC1C,test
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)C=CCN(CC(C)O)CC(C)O,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cc(F)cc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOc1cc2ncc(C#N)c(Nc3ccc(OC4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,train
CCOC(=O)N1CCN(CCC(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)CC1,test
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C(C)C,train
CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,train
CCOC(=O)C1C(=N)N(c2cccnc2)C2=CC(C)(C)CC(=O)C2C1c1c(C)nn(-c2ccc(C)cc2)c1Cl,train
CCN1CCN(CC=CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,train
CCN(CC)CCNC(=O)c1cc(C)c(C=C2C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,train
CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,train
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C=CC(=O)NCCN1CCOCC1,test
Cc1nc2ccccc2[nH]c(=O)c1=NNc1ccccc1,train
Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,train
Cc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,test
Cc1ccc(Nc2[nH]cnc3nc4c(c2-3)CCCC4)cc1,train
Cc1c(C(=O)NCCCN2CCN(C)CC2)nc2cn[nH]c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c1-2,train
CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,train
CC(=O)c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,train
C=S(O)(O)=CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,train
C=CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,train
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,train
C=CC(=O)Nc1cc2nc[nH]c(Nc3ccc(F)c(Br)c3)c-2n1,test
C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,train
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(Cl)c3)C21,train
C=CC(=O)N(C)c1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,train
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCOCC2)CCO4)c1,train
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCCC2)CCO4)c1,train
C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(O)=NO)c(OC)cc23)c1,train
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(O)=NO)cc23)c1,train
Brc1cccc(Nc2ncnc3ccc(NN=NCCN4CCOCC4)cc23)c1,train
[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,train
OCc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)o1,train
